Datetime,AMZN
2018-01-23 14:30:00,1351.612548828125
2018-01-23 15:30:00,1350.52001953125
2018-01-23 16:30:00,1349.1300048828125
2018-01-23 17:30:00,1351.4300537109375
2018-01-23 18:30:00,1353.97998046875
2018-01-23 19:30:00,1359.31005859375
2018-01-23 20:30:00,1363.47998046875
2018-01-24 14:30:00,1374.8599853515625
2018-01-24 15:30:00,1362.010009765625
2018-01-24 16:30:00,1355.81005859375
2018-01-24 17:30:00,1347.510009765625
2018-01-24 18:30:00,1365.5
2018-01-24 19:30:00,1359.73583984375
2018-01-24 20:30:00,1357.550048828125
2018-01-25 14:30:00,1361.699462890625
2018-01-25 15:30:00,1367.0999755859375
2018-01-25 16:30:00,1370.6800537109375
2018-01-25 17:30:00,1373.489990234375
2018-01-25 18:30:00,1376.0
2018-01-25 19:30:00,1371.1099853515625
2018-01-25 20:30:00,1377.06005859375
2018-01-26 14:30:00,1392.9100341796875
2018-01-26 15:30:00,1397.8876953125
2018-01-26 16:30:00,1397.2020263671875
2018-01-26 17:30:00,1397.8170166015625
2018-01-26 18:30:00,1394.510009765625
2018-01-26 19:30:00,1399.4000244140625
2018-01-26 20:30:00,1401.0
2018-01-29 14:30:00,1414.0999755859375
2018-01-29 15:30:00,1413.6500244140625
2018-01-29 16:30:00,1419.4998779296875
2018-01-29 17:30:00,1427.5999755859375
2018-01-29 18:30:00,1422.3800048828125
2018-01-29 19:30:00,1421.987548828125
2018-01-29 20:30:00,1417.699951171875
2018-01-30 14:30:00,1407.2900390625
2018-01-30 15:30:00,1427.5152587890625
2018-01-30 16:30:00,1425.8800048828125
2018-01-30 17:30:00,1421.2900390625
2018-01-30 18:30:00,1428.6099853515625
2018-01-30 19:30:00,1430.6600341796875
2018-01-30 20:30:00,1438.1500244140625
2018-01-31 14:30:00,1461.3900146484375
2018-01-31 15:30:00,1457.4000244140625
2018-01-31 16:30:00,1461.9599609375
2018-01-31 17:30:00,1468.283935546875
2018-01-31 18:30:00,1468.77001953125
2018-01-31 19:30:00,1457.89794921875
2018-01-31 20:30:00,1451.1400146484375
2018-02-01 14:30:00,1431.3714599609375
2018-02-01 15:30:00,1434.0
2018-02-01 16:30:00,1432.0699462890625
2018-02-01 17:30:00,1436.760009765625
2018-02-01 18:30:00,1423.0
2018-02-01 19:30:00,1415.4100341796875
2018-02-01 20:30:00,1390.0
2018-02-02 14:30:00,1473.989990234375
2018-02-02 15:30:00,1465.344970703125
2018-02-02 16:30:00,1468.989990234375
2018-02-02 17:30:00,1457.550048828125
2018-02-02 18:30:00,1445.0
2018-02-02 19:30:00,1436.010009765625
2018-02-02 20:30:00,1430.0
2018-02-05 14:30:00,1449.3800048828125
2018-02-05 15:30:00,1449.87255859375
2018-02-05 16:30:00,1442.5350341796875
2018-02-05 17:30:00,1434.0
2018-02-05 18:30:00,1434.818603515625
2018-02-05 19:30:00,1416.0
2018-02-05 20:30:00,1392.239990234375
2018-02-06 14:30:00,1393.425048828125
2018-02-06 15:30:00,1396.6300048828125
2018-02-06 16:30:00,1416.052001953125
2018-02-06 17:30:00,1418.739990234375
2018-02-06 18:30:00,1404.8599853515625
2018-02-06 19:30:00,1430.5
2018-02-06 20:30:00,1442.8499755859375
2018-02-07 14:30:00,1448.38232421875
2018-02-07 15:30:00,1456.5999755859375
2018-02-07 16:30:00,1450.010009765625
2018-02-07 17:30:00,1432.489990234375
2018-02-07 18:30:00,1435.68994140625
2018-02-07 19:30:00,1429.5250244140625
2018-02-07 20:30:00,1416.0999755859375
2018-02-08 14:30:00,1410.510009765625
2018-02-08 15:30:00,1389.0450439453125
2018-02-08 16:30:00,1387.9639892578125
2018-02-08 17:30:00,1374.81494140625
2018-02-08 18:30:00,1374.5849609375
2018-02-08 19:30:00,1370.739990234375
2018-02-08 20:30:00,1351.02001953125
2018-02-09 14:30:00,1346.8900146484375
2018-02-09 15:30:00,1323.9927978515625
2018-02-09 16:30:00,1284.8199462890625
2018-02-09 17:30:00,1286.1763916015625
2018-02-09 18:30:00,1322.4300537109375
2018-02-09 19:30:00,1324.889892578125
2018-02-09 20:30:00,1339.2186279296875
2018-02-12 14:30:00,1351.1375732421875
2018-02-12 15:30:00,1370.239990234375
