Datetime,PCLN
2018-02-01 16:30:00,1920.510009765625
2018-02-01 17:30:00,1924.2099609375
2018-02-01 18:30:00,1911.31005859375
2018-02-01 19:30:00,1906.1800537109375
2018-02-01 20:30:00,1902.3399658203125
2018-02-02 14:30:00,1879.0699462890625
2018-02-02 15:30:00,1874.7099609375
2018-02-02 16:30:00,1885.2900390625
2018-02-02 17:30:00,1878.3599853515625
2018-02-02 18:30:00,1872.8900146484375
2018-02-02 19:30:00,1866.969970703125
2018-02-02 20:30:00,1858.239990234375
2018-02-05 14:30:00,1856.8800048828125
2018-02-05 15:30:00,1856.010009765625
2018-02-05 16:30:00,1864.280029296875
2018-02-05 17:30:00,1860.10498046875
2018-02-05 18:30:00,1859.8699951171875
2018-02-05 19:30:00,1846.01904296875
2018-02-05 20:30:00,1827.199951171875
2018-02-06 14:30:00,1836.4749755859375
2018-02-06 15:30:00,1837.97998046875
2018-02-06 16:30:00,1855.0
2018-02-06 17:30:00,1855.0
2018-02-06 18:30:00,1827.1500244140625
2018-02-06 19:30:00,1851.8900146484375
2018-02-06 20:30:00,1859.3599853515625
2018-02-07 14:30:00,1886.7099609375
2018-02-07 15:30:00,1889.8499755859375
2018-02-07 16:30:00,1881.97998046875
2018-02-07 17:30:00,1863.89501953125
2018-02-07 18:30:00,1886.239990234375
2018-02-07 19:30:00,1890.0
2018-02-07 20:30:00,1881.2099609375
2018-02-08 14:30:00,1864.5
2018-02-08 15:30:00,1836.010009765625
2018-02-08 16:30:00,1837.8399658203125
2018-02-08 17:30:00,1834.3499755859375
2018-02-08 18:30:00,1838.02001953125
2018-02-08 19:30:00,1835.56005859375
2018-02-08 20:30:00,1806.050048828125
2018-02-09 14:30:00,1752.06005859375
2018-02-09 15:30:00,1742.050048828125
2018-02-09 16:30:00,1727.5400390625
2018-02-09 17:30:00,1717.5849609375
2018-02-09 18:30:00,1749.0
2018-02-09 19:30:00,1746.1199951171875
2018-02-09 20:30:00,1762.780029296875
2018-02-12 14:30:00,1740.739990234375
2018-02-12 15:30:00,1740.0
2018-02-12 16:30:00,1754.5899658203125
2018-02-12 17:30:00,1761.989990234375
2018-02-12 18:30:00,1787.4449462890625
2018-02-12 19:30:00,1795.5999755859375
2018-02-12 20:30:00,1790.9000244140625
2018-02-13 14:30:00,1792.81005859375
2018-02-13 15:30:00,1784.949951171875
2018-02-13 16:30:00,1788.239990234375
2018-02-13 17:30:00,1792.969970703125
2018-02-13 18:30:00,1788.9100341796875
2018-02-13 19:30:00,1796.56005859375
2018-02-13 20:30:00,1798.1600341796875
2018-02-14 14:30:00,1791.4100341796875
2018-02-14 15:30:00,1797.6300048828125
2018-02-14 16:30:00,1804.594970703125
2018-02-14 17:30:00,1811.6099853515625
2018-02-14 18:30:00,1820.4300537109375
2018-02-14 19:30:00,1819.6600341796875
2018-02-14 20:30:00,1818.4200439453125
2018-02-15 14:30:00,1853.31005859375
2018-02-15 15:30:00,1852.4749755859375
2018-02-15 16:30:00,1856.1800537109375
2018-02-15 17:30:00,1861.8699951171875
2018-02-15 18:30:00,1863.75
2018-02-15 19:30:00,1868.1800537109375
2018-02-15 20:30:00,1870.3399658203125
2018-02-16 14:30:00,1890.199951171875
2018-02-16 15:30:00,1883.3699951171875
2018-02-16 16:30:00,1890.8349609375
2018-02-16 17:30:00,1883.449951171875
2018-02-16 18:30:00,1873.8499755859375
2018-02-16 19:30:00,1888.3599853515625
2018-02-16 20:30:00,1884.27001953125
2018-02-20 14:30:00,1902.9200439453125
2018-02-20 15:30:00,1908.27001953125
2018-02-20 16:30:00,1910.300048828125
2018-02-20 17:30:00,1904.989990234375
2018-02-20 18:30:00,1902.7650146484375
2018-02-20 19:30:00,1887.47998046875
2018-02-20 20:30:00,1895.7149658203125
2018-02-21 14:30:00,1899.18994140625
2018-02-21 15:30:00,1894.9300537109375
2018-02-21 16:30:00,1903.6099853515625
2018-02-21 17:30:00,1906.4100341796875
2018-02-21 18:30:00,1911.219970703125
2018-02-21 19:30:00,1899.9200439453125
2018-02-21 20:30:00,1881.18994140625
2018-02-22 14:30:00,1890.4000244140625
2018-02-22 15:30:00,1897.550048828125
2018-02-22 16:30:00,1890.639892578125
2018-02-22 17:30:00,1885.4100341796875
2018-02-22 18:30:00,1884.22412109375
2018-02-22 19:30:00,1878.260009765625
2018-02-22 20:30:00,1877.68994140625
2018-02-23 14:30:00,1882.0849609375
2018-02-23 15:30:00,1883.2099609375
2018-02-23 16:30:00,1878.9599609375
2018-02-23 17:30:00,1880.0
2018-02-23 18:30:00,1889.3900146484375
2018-02-23 19:30:00,1905.72998046875
2018-02-23 20:30:00,1907.050048828125
2018-02-26 14:30:00,1915.3699951171875
2018-02-26 15:30:00,1919.5400390625
2018-02-26 16:30:00,1907.47998046875
2018-02-26 17:30:00,1906.27001953125
2018-02-26 18:30:00,1900.43798828125
2018-02-26 19:30:00,1901.3900146484375
2018-02-26 20:30:00,1905.6400146484375
