Datetime,EA
2018-06-04 15:30:00,135.5500030517578
2018-06-04 16:30:00,135.05999755859375
2018-06-04 17:30:00,134.66000366210938
2018-06-04 18:30:00,134.6300048828125
2018-06-04 19:30:00,134.6699981689453
2018-06-05 13:30:00,136.1699981689453
2018-06-05 14:30:00,136.08999633789062
2018-06-05 15:30:00,136.25
2018-06-05 16:30:00,136.4499969482422
2018-06-05 17:30:00,136.56500244140625
2018-06-05 18:30:00,136.49000549316406
2018-06-05 19:30:00,136.9499969482422
2018-06-06 13:30:00,137.47000122070312
2018-06-06 14:30:00,137.02000427246094
2018-06-06 15:30:00,137.39999389648438
2018-06-06 16:30:00,136.49749755859375
2018-06-06 17:30:00,136.8300018310547
2018-06-06 18:30:00,136.97999572753906
2018-06-06 19:30:00,136.92999267578125
2018-06-07 13:30:00,136.83999633789062
2018-06-07 14:30:00,136.82000732421875
2018-06-07 15:30:00,136.9600067138672
2018-06-07 16:30:00,135.88999938964844
2018-06-07 17:30:00,136.1699981689453
2018-06-07 18:30:00,137.1199951171875
2018-06-07 19:30:00,136.9199981689453
2018-06-08 13:30:00,136.91000366210938
2018-06-08 14:30:00,136.72999572753906
2018-06-08 15:30:00,136.88999938964844
2018-06-08 16:30:00,136.7445068359375
2018-06-08 17:30:00,137.5399932861328
2018-06-08 18:30:00,138.02999877929688
2018-06-08 19:30:00,137.8800048828125
2018-06-11 13:30:00,140.1199951171875
2018-06-11 14:30:00,139.88999938964844
2018-06-11 15:30:00,139.72000122070312
2018-06-11 16:30:00,139.10000610351562
2018-06-11 17:30:00,139.44000244140625
2018-06-11 18:30:00,139.32000732421875
2018-06-11 19:30:00,139.16000366210938
2018-06-12 13:30:00,139.10000610351562
2018-06-12 14:30:00,139.19000244140625
2018-06-12 15:30:00,139.59500122070312
2018-06-12 16:30:00,140.10440063476562
2018-06-12 17:30:00,139.13999938964844
2018-06-12 18:30:00,139.47000122070312
2018-06-12 19:30:00,139.77999877929688
2018-06-13 13:30:00,143.11000061035156
2018-06-13 14:30:00,142.97999572753906
2018-06-13 15:30:00,143.22000122070312
2018-06-13 16:30:00,144.8300018310547
2018-06-13 17:30:00,143.5
2018-06-13 18:30:00,144.02999877929688
2018-06-13 19:30:00,143.2899932861328
2018-06-14 13:30:00,146.75
2018-06-14 14:30:00,145.99000549316406
2018-06-14 15:30:00,145.4600067138672
2018-06-14 16:30:00,145.52000427246094
2018-06-14 17:30:00,144.72000122070312
2018-06-14 18:30:00,144.44000244140625
2018-06-14 19:30:00,144.41000366210938
2018-06-15 13:30:00,146.16000366210938
2018-06-15 14:30:00,145.80999755859375
2018-06-15 15:30:00,146.3000030517578
2018-06-15 16:30:00,146.55999755859375
2018-06-15 17:30:00,146.3466033935547
2018-06-15 18:30:00,146.6699981689453
2018-06-15 19:30:00,146.66000366210938
2018-06-18 13:30:00,143.60000610351562
2018-06-18 14:30:00,144.5800018310547
2018-06-18 15:30:00,144.88999938964844
2018-06-18 16:30:00,145.30999755859375
2018-06-18 17:30:00,144.5500030517578
2018-06-18 18:30:00,144.63999938964844
2018-06-18 19:30:00,144.8699951171875
2018-06-19 13:30:00,141.77999877929688
2018-06-19 14:30:00,142.8000030517578
2018-06-19 15:30:00,143.02000427246094
2018-06-19 16:30:00,142.8000030517578
2018-06-19 17:30:00,143.3300018310547
2018-06-19 18:30:00,142.6699981689453
2018-06-19 19:30:00,143.14999389648438
2018-06-20 13:30:00,143.77000427246094
2018-06-20 14:30:00,144.0800018310547
2018-06-20 15:30:00,144.02999877929688
2018-06-20 16:30:00,143.75
2018-06-20 17:30:00,144.21499633789062
2018-06-20 18:30:00,143.9199981689453
2018-06-20 19:30:00,143.5500030517578
2018-06-21 13:30:00,142.17999267578125
2018-06-21 14:30:00,142.61109924316406
2018-06-21 15:30:00,143.19000244140625
2018-06-21 16:30:00,143.30999755859375
2018-06-21 17:30:00,143.125
2018-06-21 18:30:00,143.21749877929688
2018-06-21 19:30:00,143.14999389648438
2018-06-22 13:30:00,142.02000427246094
2018-06-22 14:30:00,142.14999389648438
2018-06-22 15:30:00,142.5
2018-06-22 16:30:00,142.19000244140625
2018-06-22 17:30:00,142.24000549316406
2018-06-22 18:30:00,141.97000122070312
2018-06-22 19:30:00,141.25
2018-06-25 13:30:00,139.97999572753906
2018-06-25 14:30:00,140.0500030517578
2018-06-25 15:30:00,139.39999389648438
2018-06-25 16:30:00,139.38999938964844
2018-06-25 17:30:00,140.1199951171875
2018-06-25 18:30:00,139.89999389648438
2018-06-25 19:30:00,140.5399932861328
2018-06-26 13:30:00,141.0800018310547
2018-06-26 14:30:00,140.25999450683594
2018-06-26 15:30:00,140.8249969482422
2018-06-26 16:30:00,141.2899932861328
2018-06-26 17:30:00,140.8800048828125
2018-06-26 18:30:00,140.38999938964844
2018-06-26 19:30:00,140.41000366210938
2018-06-27 13:30:00,141.3000030517578
2018-06-27 14:30:00,140.0
2018-06-27 15:30:00,139.92999267578125
2018-06-27 16:30:00,139.01499938964844
2018-06-27 17:30:00,138.63540649414062
2018-06-27 18:30:00,138.52000427246094
2018-06-27 19:30:00,137.7100067138672
2018-06-28 13:30:00,139.51499938964844
2018-06-28 14:30:00,141.02000427246094
2018-06-28 15:30:00,139.99000549316406
2018-06-28 16:30:00,140.18499755859375
2018-06-28 17:30:00,140.61000061035156
2018-06-28 18:30:00,141.1300048828125
2018-06-28 19:30:00,140.69000244140625
2018-06-29 13:30:00,140.92999267578125
2018-06-29 14:30:00,140.80999755859375
2018-06-29 15:30:00,141.06500244140625
2018-06-29 16:30:00,141.3699951171875
2018-06-29 17:30:00,141.52000427246094
2018-06-29 18:30:00,141.63999938964844
2018-06-29 19:30:00,141.02000427246094
2018-07-02 13:30:00,142.02999877929688
2018-07-02 14:30:00,142.01499938964844
2018-07-02 15:30:00,141.8800048828125
2018-07-02 16:30:00,141.64999389648438
2018-07-02 17:30:00,143.32339477539062
2018-07-02 18:30:00,142.9499969482422
2018-07-02 19:30:00,143.4600067138672
2018-07-03 13:30:00,142.9499969482422
2018-07-03 14:30:00,141.99000549316406
2018-07-03 15:30:00,141.75
2018-07-03 17:00:00,141.77659606933594
2018-07-05 13:30:00,142.33999633789062
2018-07-05 14:30:00,142.27999877929688
2018-07-05 15:30:00,142.6999969482422
2018-07-05 16:30:00,142.53799438476562
2018-07-05 17:30:00,142.58999633789062
2018-07-05 18:30:00,143.0800018310547
2018-07-05 19:30:00,143.22000122070312
2018-07-06 13:30:00,143.17999267578125
2018-07-06 14:30:00,144.0500030517578
2018-07-06 15:30:00,144.58250427246094
2018-07-06 16:30:00,144.3551025390625
2018-07-06 17:30:00,144.7050018310547
2018-07-06 18:30:00,145.0050048828125
2018-07-06 19:30:00,145.07000732421875
2018-07-09 13:30:00,142.63999938964844
2018-07-09 14:30:00,143.55999755859375
2018-07-09 15:30:00,143.39999389648438
